Month,Day,Mean_Temperature,Max_Temperature,Min_Temperature,Daily_Rainfall_Total_mm,Date
8,18,29.2,32.7,25.9,0.4,2021-08-18
8,19,28,31.7,22.8,18,2021-08-19
8,20,29.8,33.1,27.6,0,2021-08-20
8,21,27.7,30.7,22.5,38.4,2021-08-21
8,22,28.9,32.2,26.9,0,2021-08-22
8,23,28.9,32,26.1,0,2021-08-23
8,24,27.9,31,24.4,20.4,2021-08-24
8,25,29.7,33.2,26.9,0,2021-08-25
8,26,29.4,33.2,26.6,0,2021-08-26
8,27,29.5,32.5,26.9,0,2021-08-27
8,28,29.1,32.8,26.5,0,2021-08-28
8,29,29.4,33.1,26,0,2021-08-29
8,30,27.4,30.5,25.5,4.8,2021-08-30
8,31,27.5,32.3,25.3,2,2021-08-31
9,1,26.1,29.8,23.6,20.2,2021-09-01
9,2,28.2,32.6,24.3,0,2021-09-02
9,3,29.2,33.8,25.6,0,2021-09-03
9,4,28.4,33.2,26.1,0,2021-09-04
9,5,27.8,30.6,24.5,11.6,2021-09-05
9,6,28.8,32.4,26,0.4,2021-09-06
9,7,27.5,29.5,23.1,48,2021-09-07
9,8,29.2,32,26.9,0,2021-09-08
9,9,26.9,32.9,24.7,1,2021-09-09
9,10,26.8,30.7,22.6,5.8,2021-09-10
9,11,28,32.4,23.1,11.6,2021-09-11
9,12,25.9,28.1,24.2,0,2021-09-12
9,13,28.4,32.3,24.4,0,2021-09-13
9,14,26.8,30.2,23.1,20,2021-09-14
9,15,29,33.4,25.1,0,2021-09-15
9,16,28.2,32.4,23.3,5.4,2021-09-16
9,17,28.2,32.1,24.5,5.4,2021-09-17
9,18,28.4,32.5,22.8,11.8,2021-09-18
9,19,28.3,31.1,25.2,3.6,2021-09-19
9,20,27.8,31.6,24.1,3.2,2021-09-20
9,21,27.6,32.7,25.2,0.6,2021-09-21
9,22,28.3,31.9,25.6,0,2021-09-22
9,23,29,33.3,25.7,0,2021-09-23
9,24,29.4,33.9,25.7,0,2021-09-24
9,25,29.1,32.9,24.7,0,2021-09-25
9,26,29,32.6,25.8,0,2021-09-26
9,27,28.6,31.2,25.7,0,2021-09-27
9,28,29.5,34,25.4,0,2021-09-28
9,29,29.1,33.1,26.1,0,2021-09-29
9,30,28.8,34.3,26,0,2021-09-30
10,1,28.1,31,26,0,2021-10-01
10,2,29.8,33.6,26.8,0,2021-10-02
10,3,27.6,30.3,23.7,2.2,2021-10-03
10,4,28.4,33.7,25.7,0,2021-10-04
10,5,28.5,31.5,25.7,0,2021-10-05
10,6,27.9,30.6,24.4,1.8,2021-10-06
10,7,25.4,27.8,23.5,55.6,2021-10-07
10,8,27.7,31.9,24,0,2021-10-08
10,9,28.5,32.5,25.8,0,2021-10-09
10,10,29.2,33.5,25.8,0,2021-10-10
10,11,29.9,33.8,26.6,0,2021-10-11
10,12,29.2,32.9,26.1,0,2021-10-12
10,13,28.8,31.4,26.4,1,2021-10-13
10,14,28.1,31.3,24.3,16.8,2021-10-14
10,15,29.4,33.9,25.5,0,2021-10-15
10,16,28.4,31.7,25.4,5.8,2021-10-16
10,17,28.9,31.4,27,0,2021-10-17
10,18,29,32.7,23.5,13.4,2021-10-18
10,19,27.1,30.7,22.6,22,2021-10-19
10,20,29,33.6,25.2,0,2021-10-20
10,21,28.7,32.4,23.1,35.4,2021-10-21
10,22,27.8,30.2,24.9,1,2021-10-22
10,23,28.1,31.9,25.9,0.2,2021-10-23
10,24,27.4,30.2,25.3,4.4,2021-10-24
10,25,27.1,31.9,22.6,31,2021-10-25
10,26,27.5,31.9,24.2,1.6,2021-10-26
10,27,25.8,29.3,22.8,11.2,2021-10-27
10,28,26.7,31.7,24.2,11.8,2021-10-28
10,29,26.7,30.8,24.6,5,2021-10-29
10,30,27,30.5,24.4,0.8,2021-10-30
10,31,28.4,32.1,24.9,0,2021-10-31
11,1,27.5,31.4,24.1,10.2,2021-11-01
11,2,27.2,32,23.2,4.8,2021-11-02
11,3,27.4,31.4,25,4.2,2021-11-03
11,4,27.6,31.3,25.5,1.8,2021-11-04
11,5,26.5,28.3,24.5,5.4,2021-11-05
11,6,28,32,24.5,0.4,2021-11-06
11,7,26.7,28.6,25.4,1.2,2021-11-07
11,8,28.8,34.8,24.4,0,2021-11-08
11,9,28.3,31.6,24.9,2.4,2021-11-09
11,10,27.7,32.3,25.3,0.8,2021-11-10
11,11,26.2,31.3,23.6,26.8,2021-11-11
11,12,26.8,32.7,24.2,20.2,2021-11-12
11,13,27.1,31.7,24.6,0,2021-11-13
11,14,24.9,26.3,23.5,33.2,2021-11-14
11,15,27,32.7,24,1.4,2021-11-15
11,16,26.5,29.2,23.1,1.8,2021-11-16
11,17,27.6,32.3,25,0,2021-11-17
11,18,27.1,32.7,24.4,46,2021-11-18
11,19,27.8,31.8,25,0.4,2021-11-19
11,20,27.6,31,25.6,0,2021-11-20
11,21,27.7,31.2,25,4,2021-11-21
11,22,27.3,29.4,24.7,1.4,2021-11-22
11,23,27.9,30.8,24.6,6.4,2021-11-23
11,24,27.3,32.8,25.7,0,2021-11-24
11,25,27.9,32.9,24.9,0.2,2021-11-25
11,26,26.9,31.7,24.4,61.8,2021-11-26
11,27,27.1,29.9,24.3,4.6,2021-11-27
11,28,27.5,30.1,25.4,0,2021-11-28
11,29,26.3,28.4,24.8,0,2021-11-29
11,30,27.6,30.8,24.5,0,2021-11-30
12,1,25.5,27.2,24.7,4.8,2021-12-01
12,2,27.1,30.9,24.1,2.6,2021-12-02
12,3,27.6,30.7,25.4,0,2021-12-03
12,4,29.1,34,25.5,0,2021-12-04
12,5,29.4,34.2,24.4,20.6,2021-12-05
12,6,28.8,34.9,24.5,0.2,2021-12-06
12,7,29.1,33.9,26.8,0,2021-12-07
12,8,27.8,33,26,1.2,2021-12-08
12,9,26.9,31.3,24.8,7,2021-12-09
12,10,27.5,30.5,24.9,0.6,2021-12-10
12,11,25.7,29.7,24,3.2,2021-12-11
12,12,27.7,31.6,24.9,0,2021-12-12
12,13,28,31.8,25.6,0,2021-12-13
12,14,28.5,32.7,25.1,0,2021-12-14
12,15,28.7,32.9,25.7,0,2021-12-15
12,16,29.1,33.9,25.8,0,2021-12-16
12,17,27.2,31.1,24.9,10.2,2021-12-17
12,18,26.1,31,23.1,35,2021-12-18
12,19,27.6,32.2,24.6,1.2,2021-12-19
12,20,27.9,31.8,25,0,2021-12-20
12,21,28.8,33.1,26,0,2021-12-21
12,22,26.6,31.9,24.2,15.6,2021-12-22
12,23,27,31.6,23.8,39,2021-12-23
12,24,26.7,33,24.2,24.6,2021-12-24
12,25,26.8,33.5,24.7,12.6,2021-12-25
12,26,26.6,30,24.2,0,2021-12-26
12,27,26.1,29.2,24.4,6.8,2021-12-27
12,28,25.5,28,23.7,1.8,2021-12-28
12,29,26.6,31.4,24.3,0,2021-12-29
12,30,27.1,31.9,24.7,0.2,2021-12-30
12,31,26.6,29.9,24.2,0,2021-12-31
1,1,26.4,31,25,13,2021-01-01
1,2,25.9,29.6,24.6,20.4,2021-01-02
1,3,26.6,30.3,24.4,0,2021-01-03
1,4,27.7,30.8,23.7,3.2,2021-01-04
1,5,27.6,32.5,23.8,1.4,2021-01-05
1,6,28.9,33.2,26,0,2021-01-06
1,7,29.8,34.5,26.1,0,2021-01-07
1,8,29.9,34.3,26.4,0,2021-01-08
1,9,29.4,34,27.2,0,2021-01-09
1,10,28.8,34.3,26.5,0,2021-01-10
1,11,27.8,33.9,24.4,6.4,2021-01-11
1,12,28.2,31.9,25.2,0,2021-01-12
1,13,28.4,33.1,26,0,2021-01-13
1,14,28.3,31.8,25.1,0,2021-01-14
1,15,28.4,32.9,25.4,0.6,2021-01-15
1,16,28.1,32.1,25.2,0,2021-01-16
1,17,28.4,33.2,25.4,0,2021-01-17
1,18,26.7,33.7,24.1,35.4,2021-01-18
1,19,26.9,33.2,23.7,34,2021-01-19
1,20,26.2,30.5,23.9,0.2,2021-01-20
1,21,26.6,31.1,24.1,13.2,2021-01-21
1,22,26.3,29.9,24.1,10.4,2021-01-22
1,23,24.9,27.2,23.6,74,2021-01-23
1,24,23.8,24.5,23.3,11,2021-01-24
1,25,25.3,29.5,22.9,5.2,2021-01-25
1,26,26.2,30.7,23.8,6.4,2021-01-26
1,27,27,31.2,24.9,1.6,2021-01-27
1,28,26.2,30,23.7,0,2021-01-28
1,29,26.5,28.6,24.1,0,2021-01-29
1,30,26.5,28.6,24.1,4.2,2021-01-30
1,31,27,30.3,24.9,0,2021-01-31
2,1,27.3,31.2,24.5,0,2021-02-01
2,2,27.4,31.2,25.1,0,2021-02-02
2,3,27.7,33.1,24.8,5.8,2021-02-03
2,4,27,32.3,24.6,1.6,2021-02-04
2,5,27.2,33,24.8,0,2021-02-05
2,6,28.3,33.3,25.4,0,2021-02-06
2,7,26.8,31,23.9,11.4,2021-02-07
2,8,26.6,32.6,24.2,37.2,2021-02-08
2,9,27.6,31.9,24.7,0.2,2021-02-09
2,10,27.9,32.5,24.8,0,2021-02-10
2,11,27.4,31.5,25.4,0,2021-02-11
2,12,26.3,29.5,24.1,3.4,2021-02-12
2,13,26.2,29.7,24,2,2021-02-13
2,14,26.6,30,23.4,1.4,2021-02-14
2,15,25.5,29,23,2.4,2021-02-15
2,16,26.6,30.1,24.2,0.4,2021-02-16
2,17,27.3,31.5,24.4,0,2021-02-17
2,18,27.1,30,25.2,0,2021-02-18
2,19,27.4,31.4,25.5,1.6,2021-02-19
2,20,26.7,32.6,25.2,0,2021-02-20
2,21,26.8,32.5,24.2,34.2,2021-02-21
2,22,27.6,32.4,24.6,0,2021-02-22
2,23,26.8,32.2,24.5,8.8,2021-02-23
2,24,24.8,26.9,23.8,7.6,2021-02-24
2,25,26.4,31.7,23.6,8.6,2021-02-25
2,26,27.5,31.7,25,0.2,2021-02-26
2,27,26.4,30.6,24.5,1.6,2021-02-27
2,28,26.5,29.3,24.1,19,2021-02-28
3,1,25,27.8,23.2,21.8,2021-03-01
3,2,26.7,30.6,24.1,2.8,2021-03-02
3,3,26.4,28.1,23.9,32.2,2021-03-03
3,4,25.3,28.9,23.9,6,2021-03-04
3,5,26.6,31.5,24.1,11.6,2021-03-05
3,6,26.6,32.3,24.3,11.8,2021-03-06
3,7,27.1,32.2,24.5,1,2021-03-07
3,8,27.4,32.3,24.9,11.2,2021-03-08
3,9,27.2,32.5,24.8,0,2021-03-09
3,10,27.5,31.3,24.6,0,2021-03-10
3,11,27.2,32.4,23.7,45.6,2021-03-11
3,12,26.4,30.7,23.6,24.6,2021-03-12
3,13,28.1,33.2,24.9,0,2021-03-13
3,14,26.9,29.3,24.5,2,2021-03-14
3,15,29.1,34.9,25.2,0,2021-03-15
3,16,28.3,33.6,25,3,2021-03-16
3,17,26.7,32.2,24.8,2.8,2021-03-17
3,18,27.2,32.8,23.6,50.2,2021-03-18
3,19,27.6,34.4,24.3,0,2021-03-19
3,20,26.5,29.7,24.5,6,2021-03-20
3,21,28.4,33.6,24.9,0,2021-03-21
3,22,27.7,34,24.9,0.6,2021-03-22
3,23,29.1,35,25.8,0,2021-03-23
3,24,28.6,32.8,25.7,5.6,2021-03-24
3,25,27.3,33.3,24.5,11.2,2021-03-25
3,26,27.5,33.7,25.1,0,2021-03-26
3,27,28.8,32.7,25.6,0,2021-03-27
3,28,27,29.2,25.6,0,2021-03-28
3,29,26.3,33.2,23.9,39.2,2021-03-29
3,30,25.4,30.1,24.3,5.4,2021-03-30
3,31,27.5,32.4,24.3,0,2021-03-31
4,1,27.3,31.9,24.7,3,2021-04-01
4,2,27.5,31.6,24.9,0,2021-04-02
4,3,27.3,31.5,24.7,10.6,2021-04-03
4,4,27.1,31.4,24.6,3.8,2021-04-04
4,5,27.1,31.7,24.4,6.6,2021-04-05
4,6,28.7,32.6,26.2,0,2021-04-06
4,7,28.1,33.5,23.2,10.4,2021-04-07
4,8,26.8,28.6,24.2,7.6,2021-04-08
4,9,27.8,31.6,24.6,27,2021-04-09
4,10,27.9,31.6,24.5,3,2021-04-10
4,11,27.9,31.6,24.5,8.3,2021-04-11
4,12,27.9,31.6,24.5,9.1,2021-04-12
4,13,27.8,31.8,24.8,8.9,2021-04-13
4,14,27.5,31.5,24.3,10.7,2021-04-14
4,15,27.1,30.6,24.8,10.8,2021-04-15
4,16,27.1,30.6,24.8,11.8,2021-04-16
4,17,27.1,30.6,24.8,4.2,2021-04-17
4,18,27.1,30.6,24.8,4.2,2021-04-18
4,19,27.1,30.6,24.8,4.2,2021-04-19
4,20,27.5,32.5,25.4,5.4,2021-04-20
4,21,27.1,30.6,24.8,4.2,2021-04-21
4,22,27.9,31.9,25.4,4.2,2021-04-22
4,23,27.9,31.9,25.4,2.7,2021-04-23
4,24,27.9,31.9,25.4,2.7,2021-04-24
4,25,27.9,31.9,25.4,2.7,2021-04-25
4,26,27.9,31.9,25.4,2.7,2021-04-26
4,27,27.9,31.9,25.4,2.7,2021-04-27
4,28,28.1,32.5,25.5,1.8,2021-04-28
4,29,28.4,32.5,25.6,0,2021-04-29
4,30,28.2,32,25.8,0,2021-04-30
5,1,28.2,32,25.8,0,2021-05-01
5,2,28.2,32,25.8,0,2021-05-02
5,3,28.2,32,25.8,0,2021-05-03
5,4,28.2,32,25.8,0,2021-05-04
5,5,28.3,31.3,25.4,0,2021-05-05
5,6,28.4,33.6,25.8,0,2021-05-06
5,7,27.9,31,26.2,0,2021-05-07
5,8,28.2,31.8,25.7,0,2021-05-08
5,9,28.2,31.8,25.7,1.5,2021-05-09
5,10,28.2,31.8,25.7,1.5,2021-05-10
5,11,28.2,31.8,25.7,1.5,2021-05-11
5,12,28.2,31.4,25.6,4.2,2021-05-12
5,13,28.4,31.7,25.6,4.6,2021-05-13
5,14,28.2,31.4,25.8,1.5,2021-05-14
5,15,28.2,32,24.6,7.4,2021-05-15
5,16,28.6,32.1,25.2,7.5,2021-05-16
5,17,28.1,31.5,24.8,17,2021-05-17
5,18,28.1,31.7,24.9,14.9,2021-05-18
5,19,27.9,31.7,24.8,0,2021-05-19
5,20,27.9,31.7,24.8,0,2021-05-20
5,21,27.9,31.7,24.9,13.4,2021-05-21
5,22,28.1,32.8,22.6,35.4,2021-05-22
5,23,29.6,32.4,27.2,0.6,2021-05-23
5,24,26.1,29,23.2,74.2,2021-05-24
5,25,28.2,32.7,25.2,0,2021-05-25
5,26,27,31.8,24.4,9.6,2021-05-26
5,27,27.6,31.5,25.6,0.8,2021-05-27
5,28,28.8,31.5,26.2,0,2021-05-28
5,29,29.1,32.9,25.8,5.4,2021-05-29
5,30,26.3,30,23.3,16.2,2021-05-30
5,31,28.5,32.2,25.8,8.2,2021-05-31
6,1,28.7,32.6,26,3.9,2021-06-01
6,2,28.9,32.7,26.1,0,2021-06-02
6,3,29,32.9,26.2,0,2021-06-03
6,4,30.2,33.7,27.6,0,2021-06-04
6,5,30.1,33.2,27.8,0,2021-06-05
6,6,29.7,32.8,27.7,0,2021-06-06
6,7,30.1,34.6,27,0,2021-06-07
6,8,29,33.9,25.4,18.4,2021-06-08
6,9,29.8,33.5,26.5,0,2021-06-09
6,10,28.5,33.9,24.8,15,2021-06-10
6,11,28.2,32,24.7,0.2,2021-06-11
6,12,29.6,32.7,27.1,0,2021-06-12
6,13,29.4,33.3,26.3,0.8,2021-06-13
6,14,27.2,31.7,24.1,19.6,2021-06-14
6,15,28.7,32.7,25.6,0,2021-06-15
6,16,28.7,32.5,25.6,0,2021-06-16
6,17,28.5,32.4,25.4,5.9,2021-06-17
6,18,28.5,32.2,25.5,43,2021-06-18
6,19,27.9,31.1,24.4,0,2021-06-19
6,20,28.7,33.2,25.2,3.4,2021-06-20
6,21,28.6,31.4,27,0,2021-06-21
6,22,27.8,31.3,25.1,0,2021-06-22
6,23,27.8,31.3,25.1,0.4,2021-06-23
6,24,27.8,31.3,25.1,0,2021-06-24
6,25,28,31.6,25.2,3.6,2021-06-25
6,26,27.7,32.3,24.8,1.4,2021-06-26
6,27,26.1,28.4,24.3,1.4,2021-06-27
6,28,27.7,31.1,25.3,1.9,2021-06-28
6,29,27.4,31,24.9,15.6,2021-06-29
6,30,27.4,31,24.9,2.1,2021-06-30
7,1,27.6,31,24.8,0,2021-07-01
7,2,28.8,33.2,25.7,0,2021-07-02
7,3,27.1,30,24.8,0,2021-07-03
7,4,27.8,30.9,25.2,0,2021-07-04
7,5,27.8,30.9,24.9,6.8,2021-07-05
7,6,27.7,30.9,24.8,7.3,2021-07-06
7,7,27.5,30.6,24.8,1.2,2021-07-07
7,8,28.1,30.9,24.3,9.4,2021-07-08
7,9,27.8,30.3,26.2,0.4,2021-07-09
7,10,28.9,33.3,25.3,0,2021-07-10
7,11,27.8,30.3,25.6,0.4,2021-07-11
7,12,25.9,28.3,22.7,48,2021-07-12
7,13,27.2,30.6,24,13,2021-07-13
7,14,25.9,28.6,24.2,11.2,2021-07-14
7,15,27.3,31.5,23.2,14.6,2021-07-15
7,16,28.7,31.7,26.7,0,2021-07-16
7,17,29,32,26.9,0,2021-07-17
7,18,28.5,31.2,25.7,0,2021-07-18
7,19,28.5,32,26,0,2021-07-19
7,20,28.4,31.6,26,0,2021-07-20
7,21,29.3,32.8,26.4,0,2021-07-21
7,22,29.6,33.2,26.9,0,2021-07-22
7,23,29.5,33.2,26.3,0,2021-07-23
7,24,29.3,32.5,26.9,0,2021-07-24
7,25,29.4,32.7,26.9,0,2021-07-25
7,26,28.8,30.6,26.8,0.4,2021-07-26
7,27,29.2,31.4,27.5,0,2021-07-27
7,28,29.6,32.7,27.1,0,2021-07-28
7,29,29.5,32.2,27.2,0,2021-07-29
7,30,29.4,33.2,27.3,0,2021-07-30
7,31,29.6,32.7,27.1,0,2021-07-31
8,1,29.5,32.7,27.2,0.6,2021-08-01
8,2,29.4,32.4,27.7,0,2021-08-02
8,3,29.3,32.1,26.9,0,2021-08-03
8,4,29.3,32.7,26.8,0,2021-08-04
8,5,29.4,33.1,27.5,0,2021-08-05
8,6,28.9,33.1,26.2,3.2,2021-08-06
8,7,28.1,30.8,25.7,0,2021-08-07
8,8,27.1,31.4,25.1,3.8,2021-08-08
8,9,27.6,31.1,24.9,0,2021-08-09
8,10,28.8,32.8,25.8,0,2021-08-10
8,11,26.4,29,23.4,43.4,2021-08-11
8,12,26,28.9,24,10.4,2021-08-12
8,13,26.5,28.7,25.1,4.2,2021-08-13
8,14,28,31.6,25.1,0,2021-08-14
8,15,25.4,27.7,22.4,46.4,2021-08-15
8,16,27.9,32.5,24.5,0,2021-08-16
8,17,26.8,32.2,23.8,26.4,2021-08-17
8,18,27.2,32.3,24.5,6,2021-08-18
8,19,28.4,32.8,25.4,4,2021-08-19
8,20,28.9,32.6,25.8,0,2021-08-20
8,21,28.4,32.7,26.2,12.4,2021-08-21
8,22,27.2,29.2,24.4,6.4,2021-08-22
8,23,28.8,32.2,25.6,0,2021-08-23
8,24,28.5,32.4,26.2,0.6,2021-08-24
8,25,28.7,31,26.1,0,2021-08-25
8,26,28.9,32,26.8,0,2021-08-26
8,27,27.6,30.9,24.4,7,2021-08-27
8,28,28.3,31.5,25.8,0,2021-08-28
8,29,26.8,29.9,25.3,0.4,2021-08-29
8,30,27.5,32.7,25.4,1.4,2021-08-30
8,31,28.6,32.9,25,0,2021-08-31
9,1,29.1,32.7,26.5,0.6,2021-09-01
9,2,29.1,33.7,25.8,0,2021-09-02
9,3,29.2,33.4,26.9,0,2021-09-03
9,4,28.7,32.5,25.5,0,2021-09-04
9,5,28.8,32,26.1,3,2021-09-05
9,6,27,29.4,24.9,4.6,2021-09-06
9,7,28.1,32.3,24.9,0,2021-09-07
9,8,26.7,32.2,24.1,52.6,2021-09-08
9,9,27.6,31.3,25.2,0,2021-09-09
9,10,27.3,31.8,25.4,3.2,2021-09-10
9,11,26.1,30,23.1,21,2021-09-11
9,12,28.8,33.8,25.1,0,2021-09-12
9,13,29.3,33.7,25.5,0,2021-09-13
9,14,28,31.2,24.2,8.8,2021-09-14
9,15,26.5,29.4,24.3,27.8,2021-09-15
9,16,26.9,30.5,23.4,1.6,2021-09-16
9,17,28.3,33.2,23.6,10.4,2021-09-17
9,18,26.3,32.3,22.8,18.2,2021-09-18
9,19,25.9,30.6,24.6,2.4,2021-09-19
9,20,27.1,30.6,23.9,12.4,2021-09-20
9,21,26.8,30.9,23.4,5,2021-09-21
9,22,28.1,32.2,24.8,1,2021-09-22
9,23,28.9,32.3,25.7,3.6,2021-09-23
9,24,28.2,32,24.4,6.8,2021-09-24
9,25,28.3,32.7,26.1,0.6,2021-09-25
9,26,26.7,31.9,24.4,9.2,2021-09-26
9,27,27.3,31,24.4,0.2,2021-09-27
9,28,27.6,30.5,24.8,11.8,2021-09-28
9,29,26.7,30.6,23,23.6,2021-09-29
9,30,27.3,31,24.5,10.8,2021-09-30
10,1,26.7,31.3,25.6,7.2,2021-10-01
10,2,27.5,31.9,24.5,0,2021-10-02
10,3,26.6,30.3,25.2,12.6,2021-10-03
10,4,25.4,27.8,23.1,17.6,2021-10-04
10,5,26.6,32,23.9,14.8,2021-10-05
10,6,26.8,32.4,24.5,13.6,2021-10-06
10,7,27.3,33.3,24.5,12,2021-10-07
10,8,27.1,32.3,24.7,12,2021-10-08
10,9,28,32.9,24.5,6,2021-10-09
10,10,28.1,32.7,24.4,0.6,2021-10-10
10,11,28.3,32.5,23.5,10.6,2021-10-11
10,12,26.9,29.4,23.7,31.4,2021-10-12
10,13,27.2,31.6,23.9,1.2,2021-10-13
10,14,29.3,33.5,26.5,0,2021-10-14
10,15,29.6,34.1,25.9,0,2021-10-15
10,16,29.1,33.3,24.6,0,2021-10-16
10,17,30.6,35,27,0,2021-10-17
10,18,30.5,35,26.6,0,2021-10-18
10,19,29.9,33.3,27.2,0,2021-10-19
10,20,29.8,34,26.4,0,2021-10-20
10,21,29.9,34.2,27,0,2021-10-21
10,22,29.3,33,26.9,0,2021-10-22
10,23,28.6,31.3,26.1,0.2,2021-10-23
10,24,28.2,31.5,25.9,0,2021-10-24
10,25,28.2,34.1,25.1,0,2021-10-25
10,26,28.6,33.2,26,0,2021-10-26
10,27,28.2,31.5,25.5,0,2021-10-27
10,28,28.9,33.9,24.7,0,2021-10-28
10,29,27.3,32,25.2,0,2021-10-29
10,30,26.6,29.7,24.7,34.6,2021-10-30
10,31,26.2,28,23.5,4.8,2021-10-31
11,1,27.7,32.5,24.8,0,2021-11-01
11,2,27.8,31.1,24.9,0,2021-11-02
11,3,27.9,32.3,23.6,14.8,2021-11-03
11,4,27.3,33,24.2,14.2,2021-11-04
11,5,27.9,32.3,24.6,1.4,2021-11-05
11,6,26.9,31.4,22.6,35.4,2021-11-06
11,7,27,30.6,25.7,2.6,2021-11-07
11,8,27,30.9,23.6,8.4,2021-11-08
11,9,26.6,32.7,24.4,17.2,2021-11-09
11,10,25.9,31.5,22.9,44,2021-11-10
11,11,25.5,29.5,24.3,31.4,2021-11-11
11,12,27,30.9,24.2,0.8,2021-11-12
11,13,27.7,33.4,24.8,0.6,2021-11-13
11,14,25.8,27.4,23.4,20.2,2021-11-14
11,15,27.2,32.1,24.6,0,2021-11-15
11,16,27.6,33.4,25.2,1.8,2021-11-16
11,17,27.5,31.9,23.9,2.6,2021-11-17
11,18,27.4,33.2,25,8.4,2021-11-18
11,19,28.3,32.1,25.4,0,2021-11-19
11,20,27.7,31.4,25.9,0.2,2021-11-20
11,21,26.2,28.9,24.1,2.2,2021-11-21
11,22,27.3,33.7,24.6,2.4,2021-11-22
11,23,26.4,29.5,24.2,22,2021-11-23
11,24,25.8,30.7,23.7,24.6,2021-11-24
11,25,26.8,32.1,24.3,20.8,2021-11-25
11,26,26.4,31.1,23.8,12.4,2021-11-26
11,27,25.8,27.2,24.8,1,2021-11-27
11,28,26.3,31.1,24.5,9,2021-11-28
11,29,27.3,31,24.7,1.2,2021-11-29
11,30,27.9,31.8,25.2,0.2,2021-11-30
12,1,28.9,34.3,25.3,0,2021-12-01
12,2,29.3,34.6,25.4,0,2021-12-02
12,3,28.7,33.2,26.6,0,2021-12-03
12,4,27.9,32.7,26.1,0.8,2021-12-04
12,5,28.9,34,25.7,0,2021-12-05
12,6,28.8,34.7,25.1,0.6,2021-12-06
12,7,27.5,32.5,25.4,0.8,2021-12-07
12,8,27.2,30.5,25,0,2021-12-08
12,9,26.1,27.8,24.6,0.6,2021-12-09
12,10,27.5,33.9,24.4,45.2,2021-12-10
12,11,27,33.8,24.6,17.8,2021-12-11
12,12,26.3,31.7,24.4,3.2,2021-12-12
12,13,26.6,32.3,24.6,2.6,2021-12-13
12,14,27.7,33.3,24.3,0,2021-12-14
12,15,26.8,32.8,22.7,30,2021-12-15
12,16,27.1,32.5,24.5,0.4,2021-12-16
12,17,27.6,32.5,24.5,0,2021-12-17
12,18,27.8,31.4,25.3,0,2021-12-18
12,19,26.6,30.9,25,1,2021-12-19
12,20,27.2,31.1,24.4,0,2021-12-20
12,21,27.9,31.8,24.8,0,2021-12-21
12,22,28.2,32.9,24.3,27.8,2021-12-22
12,23,27.7,32.5,24.2,1.6,2021-12-23
12,24,26.6,28.3,25.5,0,2021-12-24
12,25,27.3,32,25.1,7.2,2021-12-25
12,26,27.5,32.3,24.2,7.6,2021-12-26
12,27,27.5,32.8,24.5,2.2,2021-12-27
12,28,27.2,32.2,24.2,15,2021-12-28
12,29,27.6,31.9,25.7,1.6,2021-12-29
12,30,26.9,29.4,25.4,3.2,2021-12-30
12,31,25,25.9,24.2,38,2021-12-31
1,1,26.8,28.6,25.3,0,2021-01-01
1,2,27.4,30.1,25.5,0,2021-01-02
1,3,27,29.3,25.5,0.2,2021-01-03
1,4,27,30.7,25.1,1,2021-01-04
1,5,25.2,26.3,23.8,8.6,2021-01-05
1,6,25.5,26.9,24,22.4,2021-01-06
1,7,26.9,30,24.5,0.2,2021-01-07
1,8,27.3,30.8,25.3,0,2021-01-08
1,9,26.3,28.6,24.9,0,2021-01-09
1,10,26.7,29.1,24.7,0,2021-01-10
1,11,26.9,31.1,24.8,13.4,2021-01-11
1,12,26.3,28.7,24.3,6.2,2021-01-12
1,13,26.9,29.1,25.7,0,2021-01-13
1,14,26.6,28.6,25,0,2021-01-14
1,15,26.1,27.9,25.1,0,2021-01-15
1,16,26.2,28.1,24.8,0,2021-01-16
1,17,26.1,28.3,24.3,0,2021-01-17
1,18,26.1,28.2,24.5,0,2021-01-18
1,19,26,28.5,24,0,2021-01-19
1,20,25.9,28.5,24.2,0,2021-01-20
1,21,25.7,28.4,24,0,2021-01-21
1,22,25.7,28,23.9,0,2021-01-22
1,23,25.9,28.5,24.3,0,2021-01-23
1,24,25.8,28,24.3,0,2021-01-24
1,25,25.9,28.4,24.4,0,2021-01-25
1,26,25.6,28.5,23.4,0,2021-01-26
1,27,25.9,28.7,24.1,0,2021-01-27
1,28,26.4,29.1,24.7,0,2021-01-28
1,29,26.4,29.4,24.6,0,2021-01-29
1,30,25.9,29.2,23.4,0,2021-01-30
1,31,26.2,29.4,24.1,0,2021-01-31
2,1,25.9,30.2,23.2,0,2021-02-01
2,2,25.6,28.7,23.4,0,2021-02-02
2,3,26.1,29.6,23.6,0,2021-02-03
2,4,26.3,30.2,21.1,0,2021-02-04
2,5,26.1,29.9,23.9,0,2021-02-05
2,6,26.3,30.3,23.9,0,2021-02-06
2,7,26.5,29.9,24.5,0,2021-02-07
2,8,26.7,30.9,24.5,1.2,2021-02-08
2,9,26.8,29.6,25.2,1.2,2021-02-09
2,10,27,31.6,25.3,0,2021-02-10
2,11,27.4,31,25.5,0,2021-02-11
2,12,27.4,31.1,21.3,0,2021-02-12
2,13,27.7,31.7,25.9,0,2021-02-13
2,14,27.5,30.5,25.8,0,2021-02-14
2,15,27.6,30.5,25.7,0,2021-02-15
2,16,27.6,30.7,25.7,0,2021-02-16
